Category,Resume,cleaned_resume,stemmed_resume
Information Security Manager,"Skills: Agile Methodologies, Deep Learning, Linux, Angular, Java. Experience: 3 months of experience as a junior backend developer. Internships: Completed an internship as a network engineer. Projects: Developed an AI-based resume screening application. Certifications: AWS Certified Solutions Architect.",skill agile methodology deep learn linux angular java experience   month experience junior backend developer internship complete internship network engineer project develop aibased resume screen application certification aw certify solution architect,skill agil methodolog deep learn linux angular java experi month experi junior backend develop internship complet internship network engin project develop aibas resum screen applic certif aw certifi solut architect
Database Administrator,"Skills: Cloud Computing, Microservices, JavaScript, Database Management, Windows Server. Experience: Experience in developing and managing databases for large-scale applications. Internships: Completed an internship as a network engineer. Projects: Developed an AI-based resume screening application. Certifications: Cisco Certified Network Associate (CCNA).",skill cloud compute microservices javascript database management window server experience experience develop manage database largescale application internship complete internship network engineer project develop aibased resume screening application certification cisco certify network associate ccna,skill cloud comput microservic javascript databas manag window server experi experi develop manag databas largescal applic internship complet internship network engin project develop aibas resum screen applic certif cisco certifi network associ ccna
IT Project Manager,"Skills: DevOps, AWS, System Monitoring, Oracle, PostgreSQL. Experience: Experience in developing and managing databases for large-scale applications. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: AWS Certified Solutions Architect.",skill devop aw system monitor oracle postgresql experience experience develop manage database largescale application internship month internship def cybersecurity firm focus ethical hack project implement cicd pipeline jenkin certification aw certify solution architect,skill devop aw system monitor oracl postgresql experi experi develop manag databas largescal applic internship month internship def cybersecur firm focu ethic hack project implement cicd pipelin jenkin certif aw certifi solut architect
Solutions Architect,"Skills: Cybersecurity, JavaScript, Kubernetes, Keras, Data Analysis. Experience: 4 years of experience in IT security operations. Internships: 3-month internship at a mobile app development firm. Projects: Created a mobile app for e-commerce platforms. Certifications: Certified Data Scientist.",skill cybersecurity javascript kubernete keras data analysis experience   year experience security operation internship month internship mobile app development firm project create mobile app ecommerce platform certification certify datum scientist,skill cybersecur javascript kubernet kera data analysi experi year experi secur oper internship month internship mobil app develop firm project creat mobil app ecommerc platform certif certifi datum scientist
Penetration Tester,"Skills: Linux, Angular, API Development, Incident Response, C++. Experience: 4 years of experience in IT security operations. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Built a blockchain application for supply chain management. Certifications: PMP Certified Project Manager.",skill linux angular api development incident response c experience   year experience security operation internship complete internship xyz software work cloud infrastructure project build blockchain application supply chain management certification pmp certify project manager,skill linux angular api develop incid respons c experi year experi secur oper internship complet internship xyz softwar work cloud infrastructur project build blockchain applic suppli chain manag certif pmp certifi project manag
IT Trainer,"Skills: Penetration Testing, Angular, Virtualization, Scrum, Incident Response. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Interned as a data engineer at MNO Data Labs. Projects: Built a blockchain application for supply chain management. Certifications: Certified ScrumMaster (CSM).",skill penetration test angular virtualization scrum incident response experience   year experience data scientist multinational company internship intern data engineer mno data lab project build blockchain application supply chain management certification certify scrummaster csm,skill penetr test angular virtual scrum incid respons experi year experi data scientist multin compani internship intern data engin mno data lab project build blockchain applic suppli chain manag certif certifi scrummast csm
Cloud Security Engineer,"Skills: HTML/CSS, AWS, Data Mining, Java, Keras. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Worked as an intern in IT support for a fintech company. Projects: Developed an AI-based resume screening application. Certifications: Certified ScrumMaster (CSM).",skill htmlcss aw datum mining java keras experience   year experience data scientist multinational company internship work intern support fintech company project develop aibased resume screen application certification certify scrummaster csm,skill htmlcss aw datum mine java kera experi year experi data scientist multin compani internship work intern support fintech compani project develop aibas resum screen applic certif certifi scrummast csm
ERP Consultant,"Skills: Data Analysis, Azure, AWS, System Monitoring, Cybersecurity. Experience: 3 months of experience as a junior backend developer. Internships: Internship in frontend development at a digital marketing agency. Projects: Built a blockchain application for supply chain management. Certifications: Certified Data Scientist.",skill datum analysis azure aw system monitor cybersecurity experience   month experience junior backend developer internship internship frontend development digital marketing agency project build blockchain application supply chain management certification certify datum scientist,skill datum analysi azur aw system monitor cybersecur experi month experi junior backend develop internship internship frontend develop digit market agenc project build blockchain applic suppli chain manag certif certifi datum scientist
IT Consultant,"Skills: Incident Response, Data Mining, Keras, Microservices, Cloud Computing. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: Interned as a data engineer at MNO Data Labs. Projects: Developed a chatbot using Python and machine learning. Certifications: Oracle Certified Professional.",skill incident response datum mining keras microservice cloud computing experience lead project deploy cloud solution multiple team internship intern data engineer mno data lab project develop chatbot python machine learn certification oracle certify professional,skill incid respons datum mine kera microservic cloud comput experi lead project deploy cloud solut multipl team internship intern data engin mno data lab project develop chatbot python machin learn certif oracl certifi profession
IT Trainer,"Skills: Agile Methodologies, Database Management, Windows Server, Oracle, ERP Implementation. Experience: 4 years of experience in IT security operations. Internships: 3-month internship at a mobile app development firm. Projects: Built a blockchain application for supply chain management. Certifications: AWS Certified Solutions Architect.",skill agile methodology database management window server oracle erp implementation experience   year experience security operation internship month internship mobile app development firm project build blockchain application supply chain management certification aw certify solution architect,skill agil methodolog databas manag window server oracl erp implement experi year experi secur oper internship month internship mobil app develop firm project build blockchain applic suppli chain manag certif aw certifi solut architect
Infrastructure Engineer,"Skills: Kubernetes, Keras, Linux, Windows Server, Scrum. Experience: Experience in designing and implementing machine learning algorithms. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Microsoft Certified: Azure Fundamentals.",skill kubernete keras linux windows server scrum experience experience design implement machine learn algorithm internship complete internship xyz software work cloud infrastructure project design microservice architecture largescale web application certification microsoft certify azure fundamental,skill kubernet kera linux window server scrum experi experi design implement machin learn algorithm internship complet internship xyz softwar work cloud infrastructur project design microservic architectur largescal web applic certif microsoft certifi azur fundament
Blockchain Developer,"Skills: Azure, Incident Response, Network Administration, AWS, Microservices. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: 3-month internship at a mobile app development firm. Projects: Developed a cloud-based backup system for enterprise data. Certifications: PMP Certified Project Manager.",skill azure incident response network administration aws microservice experience lead project deploy cloud solution multiple team internship month internship mobile app development firm project develop cloudbase backup system enterprise datum certification pmp certify project manager,skill azur incid respons network administr aw microservic experi lead project deploy cloud solut multipl team internship month internship mobil app develop firm project develop cloudbas backup system enterpris datum certif pmp certifi project manag
Release Manager,"Skills: System Monitoring, Penetration Testing, C++, Scrum, PostgreSQL. Experience: 3 years of experience in developing full-stack applications. Internships: Internship in frontend development at a digital marketing agency. Projects: Created a game using Unity and C#. Certifications: Microsoft Certified: Azure Fundamentals.",skill system monitor penetration test c scrum postgresql experience   year experience develop fullstack application internship internship frontend development digital marketing agency project create game unity c certification microsoft certify azure fundamental,skill system monitor penetr test c scrum postgresql experi year experi develop fullstack applic internship internship frontend develop digit market agenc project creat game uniti c certif microsoft certifi azur fundament
Game Developer,"Skills: Docker, Microservices, Azure, CI/CD, Penetration Testing. Experience: 3 months of experience as a junior backend developer. Internships: Internship in frontend development at a digital marketing agency. Projects: Created a mobile app for e-commerce platforms. Certifications: Certified Data Scientist.",skill docker microservice azure cicd penetration testing experience   month experience junior backend developer internship internship frontend development digital marketing agency project create mobile app ecommerce platform certification certify datum scientist,skill docker microservic azur cicd penetr test experi month experi junior backend develop internship internship frontend develop digit market agenc project creat mobil app ecommerc platform certif certifi datum scientist
System Administrator,"Skills: System Monitoring, SQL, Incident Response, AWS, Linux. Experience: Handled technical support for enterprise-level systems. Internships: 3-month internship at a mobile app development firm. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: PMP Certified Project Manager.",skill system monitor sql incident response aws linux experience handle technical support enterpriselevel system internship month internship mobile app development firm project implement cicd pipeline jenkin certification pmp certify project manager,skill system monitor sql incid respons aw linux experi handl technic support enterpriselevel system internship month internship mobil app develop firm project implement cicd pipelin jenkin certif pmp certifi project manag
System Analyst,"Skills: Keras, Kubernetes, API Development, Virtualization, Node.js. Experience: 5 years of experience in cloud infrastructure management. Internships: Completed an internship as a network engineer. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: AWS Certified Solutions Architect.",skill keras kubernetes api development virtualization nodejs experience   year experience cloud infrastructure management internship complete internship network engineer project implement cicd pipeline jenkin certification aw certify solution architect,skill kera kubernet api develop virtual nodej experi year experi cloud infrastructur manag internship complet internship network engin project implement cicd pipelin jenkin certif aw certifi solut architect
Scrum Master,"Skills: Azure, Oracle, AWS, Kubernetes, Network Administration. Experience: 3 years of experience in developing full-stack applications. Internships: Internship in frontend development at a digital marketing agency. Projects: Developed a chatbot using Python and machine learning. Certifications: PMP Certified Project Manager.",skill azure oracle aws kubernetes network administration experience   year experience develop fullstack application internship internship frontend development digital marketing agency project develop chatbot python machine learn certification pmp certify project manager,skill azur oracl aw kubernet network administr experi year experi develop fullstack applic internship internship frontend develop digit market agenc project develop chatbot python machin learn certif pmp certifi project manag
DevOps Engineer,"Skills: Microservices, Incident Response, Python, Node.js, Deep Learning. Experience: 3 years of experience in developing full-stack applications. Internships: Interned as a data engineer at MNO Data Labs. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Cisco Certified Network Associate (CCNA).",skill microservice incident response python nodejs deep learning experience   year experience develop fullstack application internship intern data engineer mno data lab project design microservice architecture largescale web application certification cisco certify network associate ccna,skill microservic incid respons python nodej deep learn experi year experi develop fullstack applic internship intern data engin mno data lab project design microservic architectur largescal web applic certif cisco certifi network associ ccna
Cloud Security Engineer,"Skills: Python, HTML/CSS, AWS, TensorFlow, Cloud Computing. Experience: Experience in designing and implementing machine learning algorithms. Internships: Interned as a data engineer at MNO Data Labs. Projects: Created a mobile app for e-commerce platforms. Certifications: Certified Ethical Hacker (CEH).",skill python htmlcss aws tensorflow cloud computing experience experience design implement machine learn algorithm internship intern data engineer mno data lab project create mobile app ecommerce platform certification certify ethical hacker ceh,skill python htmlcss aw tensorflow cloud comput experi experi design implement machin learn algorithm internship intern data engin mno data lab project creat mobil app ecommerc platform certif certifi ethic hacker ceh
QA Engineer,"Skills: Python, Scrum, Java, Agile Methodologies, Virtualization. Experience: Handled technical support for enterprise-level systems. Internships: Worked as an intern in IT support for a fintech company. Projects: Created a mobile app for e-commerce platforms. Certifications: Certified Kubernetes Administrator (CKA).",skill python scrum java agile methodology virtualization experience handle technical support enterpriselevel system internship work intern support fintech company project create mobile app ecommerce platform certification certify kubernetes administrator cka,skill python scrum java agil methodolog virtual experi handl technic support enterpriselevel system internship work intern support fintech compani project creat mobil app ecommerc platform certif certifi kubernet administr cka
Full Stack Developer,"Skills: Virtualization, Cloud Computing, Linux, Java, Network Administration. Experience: Experience in developing and managing databases for large-scale applications. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Certified ScrumMaster (CSM).",skill virtualization cloud computing linux java network administration experience experience develop manage database largescale application internship month internship def cybersecurity firm focus ethical hack project develop userfriendly dashboard power bi certification certify scrummaster csm,skill virtual cloud comput linux java network administr experi experi develop manag databas largescal applic internship month internship def cybersecur firm focu ethic hack project develop userfriendli dashboard power bi certif certifi scrummast csm
Database Administrator,"Skills: Data Mining, Node.js, System Monitoring, TensorFlow, Scrum. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Interned at a leading game development company. Projects: Developed a chatbot using Python and machine learning. Certifications: AWS Certified Solutions Architect.",skill datum mining nodejs system monitor tensorflow scrum experience   year experience data scientist multinational company internship intern lead game development company project develop chatbot python machine learn certification aw certify solution architect,skill datum mine nodej system monitor tensorflow scrum experi year experi data scientist multin compani internship intern lead game develop compani project develop chatbot python machin learn certif aw certifi solut architect
Embedded Systems Engineer,"Skills: Incident Response, Keras, Cybersecurity, Scrum, Machine Learning. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Created a game using Unity and C#. Certifications: Certified Ethical Hacker (CEH).",skill incident response keras cybersecurity scrum machine learning experience   year experience data scientist multinational company internship intern abc tech solution focus system analysis project create game unity c certification certify ethical hacker ceh,skill incid respons kera cybersecur scrum machin learn experi year experi data scientist multin compani internship intern abc tech solut focu system analysi project creat game uniti c certif certifi ethic hacker ceh
IT Auditor,"Skills: Linux, Virtualization, Python, Data Mining, Java. Experience: 4 years of experience in IT security operations. Internships: Internship in frontend development at a digital marketing agency. Projects: Developed an AI-based resume screening application. Certifications: Certified ScrumMaster (CSM).",skill linux virtualization python data mining java experience   year experience security operation internship internship frontend development digital marketing agency project develop aibased resume screen application certification certify scrummaster csm,skill linux virtual python data mine java experi year experi secur oper internship internship frontend develop digit market agenc project develop aibas resum screen applic certif certifi scrummast csm
IT Support Specialist,"Skills: Data Analysis, Java, DevOps, Oracle, Machine Learning. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Developed an AI-based resume screening application. Certifications: Google Cloud Professional Cloud Architect.",skill datum analysis java devop oracle machine learning experience lead project deploy cloud solution multiple team internship month internship def cybersecurity firm focus ethical hack project develop aibased resume screen application certification google cloud professional cloud architect,skill datum analysi java devop oracl machin learn experi lead project deploy cloud solut multipl team internship month internship def cybersecur firm focu ethic hack project develop aibas resum screen applic certif googl cloud profession cloud architect
Data Engineer,"Skills: Linux, Docker, Virtualization, Azure, Cloud Computing. Experience: Worked as a software engineer intern for 6 months. Internships: Interned at a leading game development company. Projects: Developed an AI-based resume screening application. Certifications: Certified ScrumMaster (CSM).",skill linux docker virtualization azure cloud computing experience work software engineer intern   month internship intern lead game development company project develop aibased resume screen application certification certify scrummaster csm,skill linux docker virtual azur cloud comput experi work softwar engin intern month internship intern lead game develop compani project develop aibas resum screen applic certif certifi scrummast csm
IT Consultant,"Skills: Kubernetes, System Monitoring, Node.js, Linux, SQL. Experience: 3 years of experience in developing full-stack applications. Internships: Worked as an intern in IT support for a fintech company. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Certified Data Scientist.",skill kubernete system monitor nodejs linux sql experience   year experience develop fullstack application internship work intern support fintech company project design deploy secure vpn corporate network certification certify datum scientist,skill kubernet system monitor nodej linux sql experi year experi develop fullstack applic internship work intern support fintech compani project design deploy secur vpn corpor network certif certifi datum scientist
Embedded Systems Engineer,"Skills: Machine Learning, React, Virtualization, Network Administration, ERP Implementation. Experience: 3 years of experience in developing full-stack applications. Internships: Internship in frontend development at a digital marketing agency. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Certified Ethical Hacker (CEH).",skill machine learn react virtualization network administration erp implementation experience   year experience develop fullstack application internship internship frontend development digital marketing agency project design deploy secure vpn corporate network certification certify ethical hacker ceh,skill machin learn react virtual network administr erp implement experi year experi develop fullstack applic internship internship frontend develop digit market agenc project design deploy secur vpn corpor network certif certifi ethic hacker ceh
Penetration Tester,"Skills: JavaScript, Microservices, Keras, Java, C++. Experience: 3 years of experience in developing full-stack applications. Internships: 3-month internship at a mobile app development firm. Projects: Created a mobile app for e-commerce platforms. Certifications: Google Cloud Professional Cloud Architect.",skill javascript microservice keras java c experience   year experience develop fullstack application internship month internship mobile app development firm project create mobile app ecommerce platform certifications google cloud professional cloud architect,skill javascript microservic kera java c experi year experi develop fullstack applic internship month internship mobil app develop firm project creat mobil app ecommerc platform certif googl cloud profession cloud architect
Infrastructure Engineer,"Skills: Deep Learning, Machine Learning, Azure, Data Analysis, Docker. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Worked as an intern in IT support for a fintech company. Projects: Developed an AI-based resume screening application. Certifications: Microsoft Certified: Azure Fundamentals.",skill deep learn machine learn azure datum analysis docker experience   year experience data scientist multinational company internship work intern support fintech company project develop aibased resume screen application certification microsoft certify azure fundamental,skill deep learn machin learn azur datum analysi docker experi year experi data scientist multin compani internship work intern support fintech compani project develop aibas resum screen applic certif microsoft certifi azur fundament
Data Engineer,"Skills: Deep Learning, AWS, System Monitoring, ERP Implementation, Angular. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Oracle Certified Professional.",skill deep learn aw system monitor erp implementation angular experience lead project deploy cloud solution multiple team internship intern abc tech solution focus system analysis project develop userfriendly dashboard power bi certification oracle certify professional,skill deep learn aw system monitor erp implement angular experi lead project deploy cloud solut multipl team internship intern abc tech solut focu system analysi project develop userfriendli dashboard power bi certif oracl certifi profession
Cloud Engineer,"Skills: Oracle, Azure, C++, Cloud Computing, Cybersecurity. Experience: Experience in designing and implementing machine learning algorithms. Internships: Completed an internship as a network engineer. Projects: Developed a cloud-based backup system for enterprise data. Certifications: Certified ScrumMaster (CSM).",skill oracle azure c cloud compute cybersecurity experience experience design implement machine learn algorithm internship complete internship network engineer project develop cloudbase backup system enterprise datum certification certify scrummaster csm,skill oracl azur c cloud comput cybersecur experi experi design implement machin learn algorithm internship complet internship network engin project develop cloudbas backup system enterpris datum certif certifi scrummast csm
Frontend Developer,"Skills: Angular, Microservices, DevOps, Keras, Azure. Experience: Handled technical support for enterprise-level systems. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Microsoft Certified: Azure Fundamentals.",skill angular microservice devop keras azure experience handle technical support enterpriselevel system internship intern pqr system ai machine learning project design microservice architecture largescale web application certification microsoft certify azure fundamental,skill angular microservic devop kera azur experi handl technic support enterpriselevel system internship intern pqr system ai machin learn project design microservic architectur largescal web applic certif microsoft certifi azur fundament
UI/UX Designer,"Skills: Data Mining, Virtualization, C++, API Development, Deep Learning. Experience: Experience in developing and managing databases for large-scale applications. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Developed an AI-based resume screening application. Certifications: Google Cloud Professional Cloud Architect.",skill data mining virtualization c api development deep learn experience experience develop manage database largescale application internship intern pqr system ai machine learning project develop aibased resume screen application certification google cloud professional cloud architect,skill data mine virtual c api develop deep learn experi experi develop manag databas largescal applic internship intern pqr system ai machin learn project develop aibas resum screen applic certif googl cloud profession cloud architect
IT Project Manager,"Skills: Oracle, System Monitoring, Penetration Testing, PostgreSQL, TensorFlow. Experience: Handled technical support for enterprise-level systems. Internships: Internship in frontend development at a digital marketing agency. Projects: Built a blockchain application for supply chain management. Certifications: Google Cloud Professional Cloud Architect.",skill oracle system monitor penetration test postgresql tensorflow experience handle technical support enterpriselevel system internship internship frontend development digital marketing agency project build blockchain application supply chain management certifications google cloud professional cloud architect,skill oracl system monitor penetr test postgresql tensorflow experi handl technic support enterpriselevel system internship internship frontend develop digit market agenc project build blockchain applic suppli chain manag certif googl cloud profession cloud architect
IT Auditor,"Skills: React, System Monitoring, TensorFlow, Angular, Azure. Experience: 3 months of experience as a junior backend developer. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Created a mobile app for e-commerce platforms. Certifications: Cisco Certified Network Associate (CCNA).",skill react system monitor tensorflow angular azure experience   month experience junior backend developer internship complete internship xyz software work cloud infrastructure project create mobile app ecommerce platform certifications cisco certify network associate ccna,skill react system monitor tensorflow angular azur experi month experi junior backend develop internship complet internship xyz softwar work cloud infrastructur project creat mobil app ecommerc platform certif cisco certifi network associ ccna
Backend Developer,"Skills: React, JavaScript, TensorFlow, AWS, Windows Server. Experience: Experience in developing and managing databases for large-scale applications. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Created a game using Unity and C#. Certifications: Certified Kubernetes Administrator (CKA).",skill react javascript tensorflow aws window server experience experience develop manage database largescale application internship intern abc tech solution focus system analysis project create game unity c certification certify kubernetes administrator cka,skill react javascript tensorflow aw window server experi experi develop manag databas largescal applic internship intern abc tech solut focu system analysi project creat game uniti c certif certifi kubernet administr cka
IT Project Manager,"Skills: Kubernetes, Cybersecurity, Python, AWS, Azure. Experience: Handled technical support for enterprise-level systems. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Built a blockchain application for supply chain management. Certifications: Certified ScrumMaster (CSM).",skill kubernete cybersecurity python aws azure experience handle technical support enterpriselevel system internship complete internship xyz software work cloud infrastructure project build blockchain application supply chain management certification certify scrummaster csm,skill kubernet cybersecur python aw azur experi handl technic support enterpriselevel system internship complet internship xyz softwar work cloud infrastructur project build blockchain applic suppli chain manag certif certifi scrummast csm
Cloud Engineer,"Skills: SQL, Cybersecurity, API Development, Penetration Testing, JavaScript. Experience: Worked as a software engineer intern for 6 months. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Developed an AI-based resume screening application. Certifications: Oracle Certified Professional.",skill sql cybersecurity api development penetration testing javascript experience work software engineer intern   month internship complete internship xyz software work cloud infrastructure project develop aibased resume screen application certification oracle certify professional,skill sql cybersecur api develop penetr test javascript experi work softwar engin intern month internship complet internship xyz softwar work cloud infrastructur project develop aibas resum screen applic certif oracl certifi profession
Data Analyst,"Skills: Agile Methodologies, DevOps, Keras, System Monitoring, Windows Server. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Interned as a data engineer at MNO Data Labs. Projects: Developed a cloud-based backup system for enterprise data. Certifications: Certified Kubernetes Administrator (CKA).",skill agile methodology devop keras system monitor window server experience   year experience data scientist multinational company internship intern data engineer mno data lab project develop cloudbase backup system enterprise datum certification certify kubernetes administrator cka,skill agil methodolog devop kera system monitor window server experi year experi data scientist multin compani internship intern data engin mno data lab project develop cloudbas backup system enterpris datum certif certifi kubernet administr cka
ERP Consultant,"Skills: Angular, Node.js, Deep Learning, System Monitoring, API Development. Experience: Experience in developing and managing databases for large-scale applications. Internships: Interned at a leading game development company. Projects: Developed a chatbot using Python and machine learning. Certifications: Google Cloud Professional Cloud Architect.",skill angular nodejs deep learning system monitor api development experience experience develop manage database largescale application internship intern lead game development company project develop chatbot python machine learn certifications google cloud professional cloud architect,skill angular nodej deep learn system monitor api develop experi experi develop manag databas largescal applic internship intern lead game develop compani project develop chatbot python machin learn certif googl cloud profession cloud architect
System Administrator,"Skills: Network Administration, Keras, System Monitoring, Agile Methodologies, ERP Implementation. Experience: 3 months of experience as a junior backend developer. Internships: Internship in frontend development at a digital marketing agency. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: PMP Certified Project Manager.",skill network administration keras system monitor agile methodology erp implementation experience   month experience junior backend developer internship internship frontend development digital marketing agency project implement cicd pipeline jenkin certification pmp certify project manager,skill network administr kera system monitor agil methodolog erp implement experi month experi junior backend develop internship internship frontend develop digit market agenc project implement cicd pipelin jenkin certif pmp certifi project manag
Technical Writer,"Skills: CI/CD, Docker, Keras, Kubernetes, Data Mining. Experience: 3 months of experience as a junior backend developer. Internships: Internship in frontend development at a digital marketing agency. Projects: Designed a microservice architecture for a large-scale web application. Certifications: AWS Certified Solutions Architect.",skill cicd docker keras kubernete datum mining experience   month experience junior backend developer internship internship frontend development digital marketing agency project design microservice architecture largescale web application certification aw certify solution architect,skill cicd docker kera kubernet datum mine experi month experi junior backend develop internship internship frontend develop digit market agenc project design microservic architectur largescal web applic certif aw certifi solut architect
Cloud Engineer,"Skills: Azure, Kubernetes, Data Analysis, Data Mining, Penetration Testing. Experience: 3 years of experience in developing full-stack applications. Internships: 3-month internship at a mobile app development firm. Projects: Developed a chatbot using Python and machine learning. Certifications: Google Cloud Professional Cloud Architect.",skill azure kubernete datum analysis datum mining penetration testing experience   year experience develop fullstack application internship month internship mobile app development firm project develop chatbot python machine learn certifications google cloud professional cloud architect,skill azur kubernet datum analysi datum mine penetr test experi year experi develop fullstack applic internship month internship mobil app develop firm project develop chatbot python machin learn certif googl cloud profession cloud architect
Solutions Architect,"Skills: Agile Methodologies, Virtualization, CI/CD, React, Python. Experience: 3 months of experience as a junior backend developer. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Microsoft Certified: Azure Fundamentals.",skill agile methodology virtualization cicd react python experience   month experience junior backend developer internship month internship def cybersecurity firm focus ethical hack project develop userfriendly dashboard power bi certification microsoft certify azure fundamental,skill agil methodolog virtual cicd react python experi month experi junior backend develop internship month internship def cybersecur firm focu ethic hack project develop userfriendli dashboard power bi certif microsoft certifi azur fundament
DevSecOps Engineer,"Skills: Network Administration, ERP Implementation, HTML/CSS, Angular, Kubernetes. Experience: 5 years of experience in cloud infrastructure management. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Developed an AI-based resume screening application. Certifications: Certified Kubernetes Administrator (CKA).",skill network administration erp implementation htmlcss angular kubernete experience   year experience cloud infrastructure management internship intern pqr system ai machine learning project develop aibased resume screen application certification certify kubernetes administrator cka,skill network administr erp implement htmlcss angular kubernet experi year experi cloud infrastructur manag internship intern pqr system ai machin learn project develop aibas resum screen applic certif certifi kubernet administr cka
Database Administrator,"Skills: Cybersecurity, React, Virtualization, Docker, Data Analysis. Experience: 3 years of experience in developing full-stack applications. Internships: Internship in frontend development at a digital marketing agency. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: Google Cloud Professional Cloud Architect.",skill cybersecurity react virtualization docker datum analysis experience   year experience develop fullstack application internship internship frontend development digital marketing agency project implement cicd pipeline jenkins certifications google cloud professional cloud architect,skill cybersecur react virtual docker datum analysi experi year experi develop fullstack applic internship internship frontend develop digit market agenc project implement cicd pipelin jenkin certif googl cloud profession cloud architect
Game Developer,"Skills: C++, Node.js, Oracle, PostgreSQL, Java. Experience: 4 years of experience in IT security operations. Internships: Interned at a leading game development company. Projects: Developed a chatbot using Python and machine learning. Certifications: Oracle Certified Professional.",skill c nodejs oracle postgresql java experience   year experience security operation internship intern lead game development company project develop chatbot python machine learn certification oracle certify professional,skill c nodej oracl postgresql java experi year experi secur oper internship intern lead game develop compani project develop chatbot python machin learn certif oracl certifi profession
Frontend Developer,"Skills: Python, Deep Learning, Cybersecurity, Virtualization, Microservices. Experience: Experience in developing and managing databases for large-scale applications. Internships: 3-month internship at a mobile app development firm. Projects: Created a game using Unity and C#. Certifications: Cisco Certified Network Associate (CCNA).",skill python deep learn cybersecurity virtualization microservice experience experience develop manage database largescale application internship month internship mobile app development firm project create game unity c certification cisco certify network associate ccna,skill python deep learn cybersecur virtual microservic experi experi develop manag databas largescal applic internship month internship mobil app develop firm project creat game uniti c certif cisco certifi network associ ccna
System Analyst,"Skills: Agile Methodologies, Microservices, Kubernetes, Virtualization, JavaScript. Experience: 3 months of experience as a junior backend developer. Internships: Completed an internship as a network engineer. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Cisco Certified Network Associate (CCNA).",skill agile methodology microservice kubernete virtualization javascript experience   month experience junior backend developer internship complete internship network engineer project design deploy secure vpn corporate network certification cisco certify network associate ccna,skill agil methodolog microservic kubernet virtual javascript experi month experi junior backend develop internship complet internship network engin project design deploy secur vpn corpor network certif cisco certifi network associ ccna
Game Developer,"Skills: Machine Learning, Scrum, SQL, Oracle, Virtualization. Experience: 3 months of experience as a junior backend developer. Internships: Interned as a data engineer at MNO Data Labs. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Cisco Certified Network Associate (CCNA).",skill machine learn scrum sql oracle virtualization experience   month experience junior backend developer internship intern data engineer mno data lab project design microservice architecture largescale web application certification cisco certify network associate ccna,skill machin learn scrum sql oracl virtual experi month experi junior backend develop internship intern data engin mno data lab project design microservic architectur largescal web applic certif cisco certifi network associ ccna
Scrum Master,"Skills: Machine Learning, Penetration Testing, Keras, Cloud Computing, Virtualization. Experience: 5 years of experience in cloud infrastructure management. Internships: Interned at a leading game development company. Projects: Created a game using Unity and C#. Certifications: PMP Certified Project Manager.",skill machine learn penetration test keras cloud compute virtualization experience   year experience cloud infrastructure management internship intern lead game development company project create game unity c certification pmp certify project manager,skill machin learn penetr test kera cloud comput virtual experi year experi cloud infrastructur manag internship intern lead game develop compani project creat game uniti c certif pmp certifi project manag
